MLS SOURCE,COL_LONGNAME,JSON_Mapping,SA_POSITION
720-MBOR_MI-AGENT.txt,Number of Keys,UNMAPPED,Null
720-MBOR_MI-AGENT.txt,Orientation Class Date,UNMAPPED,Null
720-MBOR_MI-AGENT.txt,Originating Database,UNMAPPED,Null
720-MBOR_MI-AGENT.txt,Pers PAC Contribution YTD,UNMAPPED,Null
720-MBOR_MI-AGENT.txt,Photographer,UNMAPPED,Null
720-MBOR_MI-AGENT.txt,Prev Year PAC Contribute,UNMAPPED,Null
720-MBOR_MI-AGENT.txt,Previous Key Number,UNMAPPED,Null
720-MBOR_MI-AGENT.txt,Security Level,UNMAPPED,Null
720-MBOR_MI-AGENT.txt,Sold Book Count,UNMAPPED,Null
720-MBOR_MI-AGENT.txt,Spouse First Name,UNMAPPED,Null
720-MBOR_MI-AGENT.txt,Status Date,UNMAPPED,Null
720-MBOR_MI-AGENT.txt,Training Date,UNMAPPED,Null
720-MBOR_MI-AGENT.txt,UPAgent image Timestamp,UNMAPPED,Null
720-MBOR_MI-AGENT.txt,UPLogo image Timestamp,UNMAPPED,Null
720-MBOR_MI-AGENT.txt,UPPreferred Phone,UNMAPPED,Null
720-MBOR_MI-AGENT.txt,Update By Agent,UNMAPPED,Null
720-MBOR_MI-AGENT.txt,User Code,UNMAPPED,Null
720-MBOR_MI-AGENT.txt,User Photos Code,UNMAPPED,Null
720-MBOR_MI-AGENT.txt,Agent Logon Name,USER_NAME,Null
720-MBOR_MI-AGENT.txt,Agent Url,WEBSITE.URL,Null
