MLS SOURCE,COL_LONGNAME,JSON_Mapping,SA_POSITION
508-MGMLS_GA-AGENT.txt,ALC,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,Active,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,Agent with a P.A.,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,Associate Broker,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,Billable,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,Board Member,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,Board of Directors,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,Broker with P.A.,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,C-RETS,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,CCIM,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,CDPE,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,CIPS,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,CPM,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,CRB,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,CRE,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,CRS,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,GAA,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,GREEN,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,GRI,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,MLS Status,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,MRP,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,Marketing Name,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,Other,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,PMN,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,PSA,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,RAA,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,RCE,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,RENE,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,RSPS,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,Reciprocal,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,Reciprocal User,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,SFR,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,SIOR,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,SRES,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,SRS,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,Shareholder,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,Shareholder Agent,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,Subscriber,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,Subscriber Agent,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,TRC,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,Tax User,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,Team,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,Visible In Lists,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,e-PRO,UNMAPPED,Null
508-MGMLS_GA-AGENT.txt,URL,WEBSITE.URL,Null
